MenuSID,Menu,DateSID,LocationSID,TotalWasteKgAvg,ModifiedTime,MainMenu
862,"Jauhelihapihvi/ -mureke,perunat/perunasose,kastike,jäävuori-melonimix -salaatti",20190509,1,,,Jauhelihapihvi
1229,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus",20190509,2,,,Uunikala
495,"Broilerivuoka,
porkkanaraaste",20190510,1,,,Broilerivuoka
1230,"Lihakeitto,Perunavelli,Tuorejuusto,Paprikaviipale,Moniviljaruutu,Maustamaton jogurtti + persikkasose",20190510,2,,,Lihakeitto
271,"Broilerikastike,riisi/peruna,
punakaali-marjasalaatti",20190513,1,,,Broilerikastike
1432," Italianpata,Juustoraaste,Soija-kasvispannu,Kiinankaali-Coleslawsalaatti",20190513,2,,,Italianpata
590,"Kalamurekepihvi,perunat,kastike,punajuuri,jäävuori-jääsalaatti-kurkku-tomaatti",20190514,1,,,Kalamureke
1231,"Ranskalainen kala,Peruna,Ruohosipulikastike,Linssi-juureshöystö,Punajuuri-omena ruohosipulisalaatti",20190514,2,,,Ranskalainenkala
131,"Riisi-ohrapuuro,mehukeitto,tuore leipä,leikkele,tuorepala,",20190515,1,,,Puuro
1232,"Juustoinen kana-kasviskeitto,Kasvissosekeitto (siemenet),Juusto,Salaatinlehti,Vehnäleseviipale,Hedelmä",20190515,2,,,Juustoinenkana-kasviskeitto
863,"Pinaattiohukaiset,perunasose,puolukka,pastajuustosalaatti
",20190516,1,,,Pinaattiohukaiset
1233,"Tomaattinen jauheliha-perunavuoka,Punajuuripyörykkä,Bataatti-perunasose,Kiinankaali-kesäkurpitsa-maissisalaatti B",20190516,2,,,Tomaattinenjauheliha-perunavuoka
496,"Makkarakeitto,
tuore leipä/karjalanpiirakka,juusto,
kurkkuviipale",20190517,1,,,Makkarakeitto
1234,"Pinaattiohukkaat,Porkkanapihvi,( perunasose),Perunasalaatti?,Jäävuori- paprika-kesäkurpitsasalaatti + raejuusto,Puolukkahilloke ",20190517,2,,,Pinaattiohukkaat
272,"Kala(kasvis)keitto,reissumies,leikkele,tuorepala",20190520,1,,,Kala
1433," Naudan jauhelihapihvi,Peruna,Ruskea kastike,Kasvisnuudelivuoka,Jäävuori-kesäkurpitsa-tomaattisalaatti B",20190520,2,,,Naudanjauhelihapihvi
591,"Makaronilaatikko/
lasagnette,jääsalaatti-porkkanaraaste
 ",20190521,1,,,Makaronilaatikko
1235,"Kasvispihvi,Uuniperuna,Tomaattisalsa,Tuorejuusto,Porkkana-ananassalaatti",20190521,2,,,Kasvispihvi
132,"Broileripatukka/ -nuggetti,perunasose,
katrin salaatti (kaali)",20190522,1,,,Broilerinugetti
1236,"Broileripaella,Chili Con Soija,Peruna,Kiinankaali-cantaloupemeloni-hernesalaatti B,Salaattisiemen",20190522,2,,,Broileripaella
864,"Talon päivä,
jäävuori-kurkku-tomaatti-majoneesisalaatti+ tortillalastu",20190523,1,,,Talonpäivä
1237,"Ohrapuuro,Bataattisosekeitto,Tomaattiviipale,Maksamakkara,Luomu eväsvuoka,Mansikka-raparperikiisseli",20190523,2,,,Ohrapuuro
497,"Lihakastike,perunat kiinankaali-mandariinisalaatti tai Lihakeitto,tuore leipä,herkkukurkku",20190524,1,,,Lihakastike
1238,"Lohikiusaus,Kasvismakkarahöystö,Peruna,Kaali-vinegrettesalaatti",20190524,2,,,Lohikiusaus
273,"Jauhelihakastike,perunat/pasta,porkkana-raejuustosalaatti",20190527,1,,,Jauhelihakastike
1434,"Broileripyörykkä,Peruna,Currykastike,Kasvismoussaka,Jäävuori-tomaatti-kurkku-kesäkurpitsasalaatti B,Sipulirouhe",20190527,2,,,Broileripyörykkä
592,"Kiusaus (esim. kinkku),jäävuori-meloni-rypälesalaatti,pikkuporkkanat ",20190528,1,,,Kiusaus
1239,"Vaalea kasviskastike,Kasvis-fetapihvi,Peruna,Paholaisenkastike,Juusto-kasvisalaatti",20190528,2,,,Vaaleakasviskastike
133,"Hernekeitto,sämpylä/rieska,juusto,tuorepala ",20190529,1,,,Hernekeitto
1240,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Ruistassu,Tuorepuuro ",20190529,2,,,Lohikeitto
865,"Uunikala/kalamureke,perunasose,kiinankaali-hedelmäsalaatti ",20190530,1,,,Uunikala
1241,"Kalkkunahöystö,Riisi-moniviljaseos,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen hernesalaatti B",20190530,2,,,Kalkkunahöystö
498,"Hedelmäinen broilerikastike,riisi,punajuuri-omenasalaatti
",20190531,1,,,Hedelmäinenbroilerikastike
1242,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20190531,2,,,Liha-makaronipata
274,"Lihapyörykät,
perunat,kastike,kaali-kurkku-minikuutio-salaatti ",20190603,1,,,Lihapyörykät
593,"Tonnikalakasvis-vuoka,porkkanaraaste,kurkkuviipale",20190604,1,,,Tonnikalakasvis-vuoka
134,"Uunimakkara,perunasose,kiinakaalisalaatti",20190605,1,,,Uunimakkara
866,"Mannapuuro,marjakiisseli,tuore leipä,leikkele,tuorepala",20190606,1,,,Mannapuuro
499,"Broilerikeitto,
sämpylä,herkkukurkku",20190607,1,,,Broilerikeitto
275,"Suikalelihakastike,perunat,kasvisgratiini,kaali-tomaatti-jääsalaatti-kurkku",20190610,1,,,Lihakastike
594,"Kappalekala,
perunat/perunasose,kiinankaali-kurkku-paprika-juustosalaatti",20190611,1,,,Kalaleike
135,"Kesäkeitto/pinaattikeitto,kananmuna,ruispala,maksamakkara/leikkele
",20190612,1,,,Kasviskeitto
867,"Jauhelihapihvi/ -mureke,perunat/perunasose,kastike,jäävuori-melonimix -salaatti",20190613,1,,,Jauhelihapihvi
500,"Broilerivuoka,
porkkanaraaste",20190614,1,,,Broilerivuoka
276,"Broilerikastike,riisi/peruna,
punakaali-marjasalaatti",20190617,1,,,Broilerikastike
595,"Kalamurekepihvi,perunat,kastike,punajuuri,jäävuori-jääsalaatti-kurkku-tomaatti",20190618,1,,,Kalamureke
136,"Riisi-ohrapuuro,mehukeitto,tuore leipä,leikkele,tuorepala,",20190619,1,,,Puuro
868,"Pinaattiohukaiset,perunasose,puolukka,pastajuustosalaatti
",20190620,1,,,Pinaattiohukaiset
501,"Makkarakeitto,
tuore leipä/karjalanpiirakka,juusto,
kurkkuviipale",20190621,1,,,Makkarakeitto
277,"Kala(kasvis)keitto,reissumies,leikkele,tuorepala",20190624,1,,,Kala
596,"Makaronilaatikko/
lasagnette,jääsalaatti-porkkanaraaste
 ",20190625,1,,,Makaronilaatikko
137,"Broileripatukka/ -nuggetti,perunasose,
katrin salaatti (kaali)",20190626,1,,,Broilerinugetti
869,"Talon päivä,
jäävuori-kurkku-tomaatti-majoneesisalaatti+ tortillalastu",20190627,1,,,Talonpäivä
502,"Lihakastike,perunat kiinankaali-mandariinisalaatti tai Lihakeitto,tuore leipä,herkkukurkku",20190628,1,,,Lihakastike
185,"Kalakeitto,reissumies,leikkele,omenalohko",20190805,1,,,Kalakeitto
1435,"Broileripyörykkä,Peruna,Currykastike,Kasvismoussaka,Jäävuori-tomaatti-kurkku-salaatti B,Sipulirouhe",20190805,2,,,Broileripyörykkä
597,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20190806,1,,,Makaronilaatikko
1243,"Pinaatti-raejuustonappi,Kahden kasviksen quornpaistos,Peruna,Paholaisenkastike,Juusto-kasvisalaatti",20190806,2,,,Pinaatti-raejuustonappi
138,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu -salaatti

",20190807,1,,,Talonpäivä
1244,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Luomueväsvuoka LÄHI,Tuorepuuro",20190807,2,,,Lohikeitto
870,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)
",20190808,1,,,Broilerinugetti
1245,"Broileri-kasviskastike,Riisi-moniviljaseos,Sweet chili kastike,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen,hernesalaatti B",20190808,2,,,Broileri-kasviskastike
503,"Lihakastike,perunat,
kiinankaalisalaatti 
tai
lihakeitto,tuore leipä,herkkukurkku",20190809,1,,,Lihakastike
1246,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20190809,2,,,Liha-makaronipata
186,"Jauhelihakastike,peruna/pasta,pirteä punakaalisalaatti",20190812,1,,,Jauhelihakastike
1436,"Jauhelihakastike,Täysjyväpasta,Feta-kasvispaistos,Kaali-kurpitsasalaatti",20190812,2,,,Jauhelihakastike
598,"Kalamureke/-pihvi,perunat,kastike,punajuuri,jääsalaatti-kurkku-tomaatti",20190813,1,,,Kalamureke
1247,"Pinaattikeitto,Kananmuna,Sydänystävän puuro,Porkkanapölkky,Ruistassu,Ruusunmarja-omenakiisseli",20190813,2,,,Pinaattikeitto
139,"Ohra-riisipuuro + mehukeitto,porkkanapölkky,tuore leipä tai pizzapala)",20190814,1,,,Ohrapuuro
1248,"Broilerihoukutus,Itämainen kasviskastike,Täysjyväriisi,Jäävuori-kesäkurpitsa-retiisisalaatti B,Salaattisiemen",20190814,2,,,Broilerihoukutus
871,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti
",20190815,1,,,Pinaattiohukaiset
1249,"Makkarakastike,Kuoripäällinen peruna,Kasvismakaronilaatikko,Kiinankaali-kurkku-paprikasalaatti B,Sipulirouhe,Sekavuokaleipä LÄHI",20190815,2,,,Makkarakastike
504,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20190816,1,,,Makkarakeitto
1250,"Kalapuikot,Perunasose,Tartarkastike,Kasvispaella,Porkkanaraaste",20190816,2,,,Kalapuikot
187,"Broilerikastike,riisi/perunat,kaali-persikkasalaatti",20190819,1,,,Broilerikastike
1437,"Kana-kookoskastike,Täysjyväriisi,Kasvistexmex,Värikäs kiinankaalisalaatti mh.hillo",20190819,2,,,Kana-kookoskastike
599,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti
",20190820,1,,,Uunikala
1251,"Vegekebakko,Peruna,Juustokastike,Kasviskiusaus,Jäävuori-kurkku-cantaloupmelonisalaatti B,Sipulirouhe",20190820,2,,,Vegekebakko
140,"Kasviskeitto (kesä-/pinaatti- tai kasvissosekeitto),kanamuna,ruispala,maksamakkara/leikkele

",20190821,1,,,Kasviskeitto
1252,"Lasagnette,Thaikasviscurry,Ruisriisi,Porkkanaraaste,Ananaspala",20190821,2,,,Lasagnette
872,"Jauhelihapihvi/-mureke,perunat/perunasose,kastike,jäävuori-melonimix -salaatti",20190822,1,,,Jauhelihapihvi
1253,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus TAI,Salaattisekoitus",20190822,2,,,Uunikala
505,"
Talon päivä (toive),porkkanaraaste

",20190823,1,,,Talonpäivä
1254,"Lihakeitto,Perunavelli,Tuorejuusto,Kurkkuviipale,Luomueväsvuoka LÄHI,Banaani",20190823,2,,,Lihakeitto
188,"Kanapasta,punajuuri-omenasalaatti,vihreä salaatti",20190826,1,,,Kanapasta
1438,"Italianpata,Juustoraaste,Soija-kasvispannu,Kiinankaali-Coleslawsalaatti",20190826,2,,,Italianpata
600,"Kalaleike,perunasose,kiinankaali-hedelmäsalaatti
",20190827,1,,,Kalaleike
1255,"Kalakepukka,Peruna,Tilli-ruohosipulikastike,Linssi-juureshöystö,Punajuuri-omena ruohosipulisalaatti",20190827,2,,,Kalakepukka
141,"Makkarakastike,perunat,porkkana-raejuustosalaatti

",20190828,1,,,Makkarakastike
1256,"Juustoinen kana-kasviskeitto,Kasvissosekeitto (siemenet),Juusto,Salaatinlehti,Vehnäleseviipale,Maustamaton jogurtti + persikkasose",20190828,2,,,Juustoinenkana-kasviskeitto
873,"Hernekeitto,sämpylä/rieska juusto,juurespala",20190829,1,,,Hernekeitto
1257,"Jauheliha-juustoperunavuoka,Punajuuripyörykkä/Seitan,Bataatti-perunasose,Kiinankaali-jäävuori-kurkku-paprikasalaatti",20190829,2,,,Jauheliha-juustoperunavuoka
506,"Kebab-/ kinkkukiusaus,jäävuori-meloni-rypälesalaatti,pikkuporkkanat
",20190830,1,,,Kiusaus
1258,"Pinaattiohukkaat,Porkkanapihvi (perunasose),Kinkku-pastasalaatti,salaattisekoitus,Puolukkahilloke",20190830,2,,,Pinaattiohukkaat
189,"Lihapyörykät,perunat,kastike,kaali-kurkku- minikuutio salaatti
",20190902,1,,,Lihapyörykät
1439,"Jauhelihapihvi,Peruna,Ruskea kastike,Kasvisnuudelivuoka,Jäävuori-tomaatti-maissisalatti B",20190902,2,,,Jauhelihapihvi
601,"Tonnikalakasvis-vuoka,porkkanaraaste,kurkkuviipale
",20190903,1,,,Tonnikalakasvis-vuoka
1259,"Ohrapuuro,Bataattisosekeitto,Tomaattiviipale,Maksamakkara,Ruisruutu,Vadelmakiisseli",20190903,2,,,Ohrapuuro
142,"Uunimakkara,perunasose,jäävuori-maissi-tomaattisalaatti


",20190904,1,,,Uunimakkara
1260,"Broileripaella,Chili Con Soija,Peruna,Porkkana-ananassalaatti mh.hillo",20190904,2,,,Broileripaella
874,"Mannapuuro + marjakiisseli,tuore leipä tai hot dog),",20190905,1,,,Mannapuuro+marjakiisseli
1261,"Juuresvoipapupyörykkä,Uuniperunaviipale,Kikhernetahna,Punajuuripaistos,Kiinankaali/punakaali-hunajameloni-hernesalaatti B,Salaattisiemen",20190905,2,,,Juuresvoipapupyörykkä
507,"Broilerikeitto,sämpylä,herkkukurkku
",20190906,1,,,Broilerikeitto
1262,"Lohikiusaus,Kasvisnakkihöystö,Peruna,Kaali-vinegrettesalaatti",20190906,2,,,Lohikiusaus
190,"Kalakeitto,reissumies,leikkele,omenalohko",20190909,1,,,Kalakeitto
1440,"Broileripyörykkä,Peruna,Currykastike,Kasvismoussaka,Jäävuori-tomaatti-kurkku-salaatti B,Sipulirouhe",20190909,2,,,Broileripyörykkä
602,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20190910,1,,,Makaronilaatikko
1263,"Pinaatti-raejuustonappi,Kahden kasviksen quornpaistos,Peruna,Paholaisenkastike,Juusto-kasvisalaatti",20190910,2,,,Pinaatti-raejuustonappi
143,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu -salaatti

",20190911,1,,,Talonpäivä
1264,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Luomueväsvuoka LÄHI,Tuorepuuro",20190911,2,,,Lohikeitto
875,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)
",20190912,1,,,Broilerinugetti
1265,"Broileri-kasviskastike,Riisi-moniviljaseos,Sweet chili kastike,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen,hernesalaatti B",20190912,2,,,Broileri-kasviskastike
508,"Lihakastike,perunat,
kiinankaalisalaatti 
tai
lihakeitto,tuore leipä,herkkukurkku",20190913,1,,,Lihakastike
1266,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20190913,2,,,Liha-makaronipata
191,"Jauhelihakastike,peruna/pasta,pirteä punakaalisalaatti",20190916,1,,,Jauhelihakastike
1441,"Jauhelihakastike,Täysjyväpasta,Feta-kasvispaistos,Kaali-kurpitsasalaatti",20190916,2,,,Jauhelihakastike
603,"Kalamureke/-pihvi,perunat,kastike,punajuuri,jääsalaatti-kurkku-tomaatti",20190917,1,,,Kalamureke
1267,"Pinaattikeitto,Kananmuna,Sydänystävän puuro,Porkkanapölkky,Ruistassu,Ruusunmarja-omenakiisseli",20190917,2,,,Pinaattikeitto
144,"Ohra-riisipuuro + mehukeitto,porkkanapölkky,tuore leipä tai pizzapala)",20190918,1,,,Ohrapuuro
1268,"Broilerihoukutus,Itämainen kasviskastike,Täysjyväriisi,Jäävuori-kesäkurpitsa-retiisisalaatti B,Salaattisiemen",20190918,2,,,Broilerihoukutus
876,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti
",20190919,1,,,Pinaattiohukaiset
1269,"Makkarakastike,Kuoripäällinen peruna,Kasvismakaronilaatikko,Kiinankaali-kurkku-paprikasalaatti B,Sipulirouhe,Sekavuokaleipä LÄHI",20190919,2,,,Makkarakastike
509,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20190920,1,,,Makkarakeitto
1270,"Kalapuikot,Perunasose,Tartarkastike,Kasvispaella,Porkkanaraaste",20190920,2,,,Kalapuikot
192,"Broilerikastike,riisi/perunat,kaali-persikkasalaatti",20190923,1,,,Broilerikastike
1442,"Kana-kookoskastike,Täysjyväriisi,Kasvistexmex,Värikäs kiinankaalisalaatti mh.hillo",20190923,2,,,Kana-kookoskastike
604,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti
",20190924,1,,,Uunikala
1271,"Vegekebakko,Peruna,Juustokastike,Kasviskiusaus,Jäävuori-kurkku-cantaloupmelonisalaatti B,Sipulirouhe",20190924,2,,,Vegekebakko
145,"Kasviskeitto (kesä-/pinaatti- tai kasvissosekeitto),kanamuna,ruispala,maksamakkara/leikkele

",20190925,1,,,Kasviskeitto
1272,"Lasagnette,Thaikasviscurry,Ruisriisi,Porkkanaraaste,Ananaspala",20190925,2,,,Lasagnette
877,"Jauhelihapihvi/-mureke,perunat/perunasose,kastike,jäävuori-melonimix -salaatti",20190926,1,,,Jauhelihapihvi
1273,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus TAI,Salaattisekoitus",20190926,2,,,Uunikala
510,"
Talon päivä (toive),porkkanaraaste

",20190927,1,,,Talonpäivä
1274,"Lihakeitto,Perunavelli,Tuorejuusto,Kurkkuviipale,Luomueväsvuoka LÄHI,Banaani",20190927,2,,,Lihakeitto
193,"Kanapasta,punajuuri-omenasalaatti,vihreä salaatti",20190930,1,,,Kanapasta
1443,"Italianpata,Juustoraaste,Soija-kasvispannu,Kiinankaali-Coleslawsalaatti",20190930,2,,,Italianpata
605,"Kalaleike,perunasose,kiinankaali-hedelmäsalaatti
",20191001,1,,,Kalaleike
1275,"Kalakepukka,Peruna,Tilli-ruohosipulikastike,Linssi-juureshöystö,Punajuuri-omena ruohosipulisalaatti",20191001,2,,,Kalakepukka
146,"Makkarakastike,perunat,porkkana-raejuustosalaatti

",20191002,1,,,Makkarakastike
1276,"Juustoinen kana-kasviskeitto,Kasvissosekeitto (siemenet),Juusto,Salaatinlehti,Vehnäleseviipale,Maustamaton jogurtti + persikkasose",20191002,2,,,Juustoinenkana-kasviskeitto
878,"Hernekeitto,sämpylä/rieska juusto,juurespala",20191003,1,,,Hernekeitto
1277,"Jauheliha-juustoperunavuoka,Punajuuripyörykkä/Seitan,Bataatti-perunasose,Kiinankaali-jäävuori-kurkku-paprikasalaatti",20191003,2,,,Jauheliha-juustoperunavuoka
511,"Kebab-/ kinkkukiusaus,jäävuori-meloni-rypälesalaatti,pikkuporkkanat
",20191004,1,,,Kiusaus
1278,"Pinaattiohukkaat,Porkkanapihvi (perunasose),Kinkku-pastasalaatti,salaattisekoitus,Puolukkahilloke",20191004,2,,,Pinaattiohukkaat
194,"Lihapyörykät,perunat,kastike,kaali-kurkku- minikuutio salaatti
",20191007,1,,,Lihapyörykät
1444,"Jauhelihapihvi,Peruna,Ruskea kastike,Kasvisnuudelivuoka,Jäävuori-tomaatti-maissisalatti B",20191007,2,,,Jauhelihapihvi
606,"Tonnikalakasvis-vuoka,porkkanaraaste,kurkkuviipale
",20191008,1,,,Tonnikalakasvis-vuoka
1279,"Ohrapuuro,Bataattisosekeitto,Tomaattiviipale,Maksamakkara,Ruisruutu,Vadelmakiisseli",20191008,2,,,Ohrapuuro
147,"Uunimakkara,perunasose,jäävuori-maissi-tomaattisalaatti


",20191009,1,,,Uunimakkara
1280,"Broileripaella,Chili Con Soija,Peruna,Porkkana-ananassalaatti mh.hillo",20191009,2,,,Broileripaella
879,"Mannapuuro + marjakiisseli,tuore leipä tai hot dog),",20191010,1,,,Mannapuuro+marjakiisseli
1281,"Juuresvoipapupyörykkä,Uuniperunaviipale,Kikhernetahna,Punajuuripaistos,Kiinankaali/punakaali-hunajameloni-hernesalaatti B,Salaattisiemen",20191010,2,,,Juuresvoipapupyörykkä
512,"Broilerikeitto,sämpylä,herkkukurkku
",20191011,1,,,Broilerikeitto
1282,"Lohikiusaus,Kasvisnakkihöystö,Peruna,Kaali-vinegrettesalaatti",20191011,2,,,Lohikiusaus
195,"Kalakeitto,reissumies,leikkele,omenalohko",20191014,1,,,Kalakeitto
1445,"Broileripyörykkä,Peruna,Currykastike,Kasvismoussaka,Jäävuori-tomaatti-kurkku-salaatti B,Sipulirouhe",20191014,2,,,Broileripyörykkä
607,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20191015,1,,,Makaronilaatikko
1283,"Pinaatti-raejuustonappi,Kahden kasviksen quornpaistos,Peruna,Paholaisenkastike,Juusto-kasvisalaatti",20191015,2,,,Pinaatti-raejuustonappi
148,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu -salaatti

",20191016,1,,,Talonpäivä
1284,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Luomueväsvuoka LÄHI,Tuorepuuro",20191016,2,,,Lohikeitto
880,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)
",20191017,1,,,Broilerinugetti
1285,"Broileri-kasviskastike,Riisi-moniviljaseos,Sweet chili kastike,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen,hernesalaatti B",20191017,2,,,Broileri-kasviskastike
513,"Lihakastike,perunat,
kiinankaalisalaatti 
tai
lihakeitto,tuore leipä,herkkukurkku",20191018,1,,,Lihakastike
1286,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20191018,2,,,Liha-makaronipata
196,"Jauhelihakastike,peruna/pasta,pirteä punakaalisalaatti",20191021,1,,,Jauhelihakastike
1446,"Jauhelihakastike,Täysjyväpasta,Feta-kasvispaistos,Kaali-kurpitsasalaatti",20191021,2,,,Jauhelihakastike
608,"Kalamureke/-pihvi,perunat,kastike,punajuuri,jääsalaatti-kurkku-tomaatti",20191022,1,,,Kalamureke
1287,"Pinaattikeitto,Kananmuna,Sydänystävän puuro,Porkkanapölkky,Ruistassu,Ruusunmarja-omenakiisseli",20191022,2,,,Pinaattikeitto
149,"Ohra-riisipuuro + mehukeitto,porkkanapölkky,tuore leipä tai pizzapala)",20191023,1,,,Ohrapuuro
1288,"Broilerihoukutus,Itämainen kasviskastike,Täysjyväriisi,Jäävuori-kesäkurpitsa-retiisisalaatti B,Salaattisiemen",20191023,2,,,Broilerihoukutus
881,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti
",20191024,1,,,Pinaattiohukaiset
1289,"Makkarakastike,Kuoripäällinen peruna,Kasvismakaronilaatikko,Kiinankaali-kurkku-paprikasalaatti B,Sipulirouhe,Sekavuokaleipä LÄHI",20191024,2,,,Makkarakastike
514,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20191025,1,,,Makkarakeitto
1290,"Kalapuikot,Perunasose,Tartarkastike,Kasvispaella,Porkkanaraaste",20191025,2,,,Kalapuikot
197,"Broilerikastike,riisi/perunat,kaali-persikkasalaatti",20191028,1,,,Broilerikastike
1447,"Kana-kookoskastike,Täysjyväriisi,Kasvistexmex,Värikäs kiinankaalisalaatti mh.hillo",20191028,2,,,Kana-kookoskastike
609,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti
",20191029,1,,,Uunikala
1291,"Vegekebakko,Peruna,Juustokastike,Kasviskiusaus,Jäävuori-kurkku-cantaloupmelonisalaatti B,Sipulirouhe",20191029,2,,,Vegekebakko
150,"Kasviskeitto (kesä-/pinaatti- tai kasvissosekeitto),kanamuna,ruispala,maksamakkara/leikkele

",20191030,1,,,Kasviskeitto
1292,"Lasagnette,Thaikasviscurry,Ruisriisi,Porkkanaraaste,Ananaspala",20191030,2,,,Lasagnette
882,"Jauhelihapihvi/-mureke,perunat/perunasose,kastike,jäävuori-melonimix -salaatti",20191031,1,,,Jauhelihapihvi
1293,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus TAI,Salaattisekoitus",20191031,2,,,Uunikala
515,"
Talon päivä (toive),porkkanaraaste

",20191101,1,,,Talonpäivä
1294,"Lihakeitto,Perunavelli,Tuorejuusto,Kurkkuviipale,Luomueväsvuoka LÄHI,Banaani",20191101,2,,,Lihakeitto
198,"Kanapasta,punajuuri-omenasalaatti,vihreä salaatti",20191104,1,,,Kanapasta
1448,"Italianpata,Juustoraaste,Soija-kasvispannu,Kiinankaali-Coleslawsalaatti",20191104,2,,,Italianpata
610,"Kalaleike,perunasose,kiinankaali-hedelmäsalaatti
",20191105,1,,,Kalaleike
1295,"Kalakepukka,Peruna,Tilli-ruohosipulikastike,Linssi-juureshöystö,Punajuuri-omena ruohosipulisalaatti",20191105,2,,,Kalakepukka
151,"Makkarakastike,perunat,porkkana-raejuustosalaatti

",20191106,1,,,Makkarakastike
1296,"Juustoinen kana-kasviskeitto,Kasvissosekeitto (siemenet),Juusto,Salaatinlehti,Vehnäleseviipale,Maustamaton jogurtti + persikkasose",20191106,2,,,Juustoinenkana-kasviskeitto
883,"Hernekeitto,sämpylä/rieska juusto,juurespala",20191107,1,,,Hernekeitto
1297,"Jauheliha-juustoperunavuoka,Punajuuripyörykkä/Seitan,Bataatti-perunasose,Kiinankaali-jäävuori-kurkku-paprikasalaatti",20191107,2,,,Jauheliha-juustoperunavuoka
516,"Kebab-/ kinkkukiusaus,jäävuori-meloni-rypälesalaatti,pikkuporkkanat
",20191108,1,,,Kiusaus
1298,"Pinaattiohukkaat,Porkkanapihvi (perunasose),Kinkku-pastasalaatti,salaattisekoitus,Puolukkahilloke",20191108,2,,,Pinaattiohukkaat
199,"Lihapyörykät,perunat,kastike,kaali-kurkku- minikuutio salaatti
",20191111,1,,,Lihapyörykät
1449,"Jauhelihapihvi,Peruna,Ruskea kastike,Kasvisnuudelivuoka,Jäävuori-tomaatti-maissisalatti B",20191111,2,,,Jauhelihapihvi
611,"Tonnikalakasvis-vuoka,porkkanaraaste,kurkkuviipale
",20191112,1,,,Tonnikalakasvis-vuoka
1299,"Ohrapuuro,Bataattisosekeitto,Tomaattiviipale,Maksamakkara,Ruisruutu,Vadelmakiisseli",20191112,2,,,Ohrapuuro
152,"Uunimakkara,perunasose,jäävuori-maissi-tomaattisalaatti


",20191113,1,,,Uunimakkara
1300,"Broileripaella,Chili Con Soija,Peruna,Porkkana-ananassalaatti mh.hillo",20191113,2,,,Broileripaella
884,"Mannapuuro + marjakiisseli,tuore leipä tai hot dog),",20191114,1,,,Mannapuuro+marjakiisseli
1301,"Juuresvoipapupyörykkä,Uuniperunaviipale,Kikhernetahna,Punajuuripaistos,Kiinankaali/punakaali-hunajameloni-hernesalaatti B,Salaattisiemen",20191114,2,,,Juuresvoipapupyörykkä
517,"Broilerikeitto,sämpylä,herkkukurkku
",20191115,1,,,Broilerikeitto
1302,"Lohikiusaus,Kasvisnakkihöystö,Peruna,Kaali-vinegrettesalaatti",20191115,2,,,Lohikiusaus
200,"Kalakeitto,reissumies,leikkele,omenalohko",20191118,1,,,Kalakeitto
1450,"Broileripyörykkä,Peruna,Currykastike,Kasvismoussaka,Jäävuori-tomaatti-kurkku-salaatti B,Sipulirouhe",20191118,2,,,Broileripyörykkä
612,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20191119,1,,,Makaronilaatikko
