﻿WasteSID,DateSID,ProductionWasteKg,LineWasteKg,PlateWasteKg,LocationSID,MealCount,SpecialMealCount,MealTotal,Forecast_MealTotal,Forecast_SpecialMealCount,Forecast_MealCount,Forecast_ProductionWasteKg,Forecast_LineWasteKg,Forecast_PlateWasteKg,ModifiedTime,WeatherInfo,MealCountReserved,WasteTotalKg,Forecast_WasteTotalKg,Comment
1093,20190225,0.00,8.00,6.30,2,351,0,351,,,,,,,2020-11-16 14:18:37.720,"",,14.30,0.00,
1094,20190226,0.00,17.00,5.60,2,243,0,243,,,,,,,2020-11-16 14:18:37.720,"",,22.60,0.00,
1095,20190227,0.00,16.00,6.30,2,316,0,316,,,,,,,2020-11-16 14:18:37.720,"",,22.30,0.00,
1096,20190228,0.00,32.00,7.60,2,310,0,310,,,,,,,2020-11-16 14:18:37.720,"",,39.60,0.00,
1097,20190301,0.00,11.00,10.80,2,343,0,343,,,,,,,2020-11-16 14:18:37.720,"",,21.80,0.00,
535,20190304,,,,1,416,25,441,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
536,20190305,,,,1,429,25,454,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
537,20190306,,,,1,432,25,457,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
538,20190307,,,,1,457,25,482,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
539,20190308,,,,1,419,25,444,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
540,20190311,,,,1,393,25,418,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1098,20190311,0.00,26.00,6.50,2,325,0,325,,,,,,,2020-11-16 14:18:37.720,"",,32.50,0.00,
541,20190312,,,,1,405,25,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1099,20190312,0.00,11.00,5.20,2,268,0,268,,,,,,,2020-11-16 14:18:37.720,"",,16.20,0.00,
542,20190313,,,,1,447,25,472,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1100,20190313,0.00,26.00,9.90,2,298,0,298,,,,,,,2020-11-16 14:18:37.720,"",,35.90,0.00,
543,20190314,,,,1,452,25,477,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1101,20190314,0.00,29.00,6.70,2,340,0,340,,,,,,,2020-11-16 14:18:37.720,"",,35.70,0.00,
544,20190315,,,,1,421,25,446,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1102,20190315,0.00,9.30,7.80,2,317,0,317,,,,,,,2020-11-16 14:18:37.720,"",,17.10,0.00,
545,20190318,,,,1,395,25,420,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1103,20190318,0.00,10.00,8.00,2,359,0,359,,,,,,,2020-11-16 14:18:37.720,"",,18.00,0.00,
546,20190319,,,,1,409,25,434,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1104,20190319,0.00,11.00,4.80,2,221,0,221,,,,,,,2020-11-16 14:18:37.720,"",,15.80,0.00,
547,20190320,,,,1,412,25,437,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1105,20190320,0.00,6.00,11.00,2,349,0,349,,,,,,,2020-11-16 14:18:37.720,"",,17.00,0.00,
548,20190321,,,,1,398,25,423,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1106,20190321,0.00,19.20,10.80,2,292,0,292,,,,,,,2020-11-16 14:18:37.720,"",,30.00,0.00,
549,20190322,,,,1,410,25,435,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1107,20190322,0.00,15.00,5.00,2,348,0,348,,,,,,,2020-11-16 14:18:37.720,"",,20.00,0.00,
550,20190325,,,,1,376,25,401,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1108,20190325,0.00,10.00,4.10,2,354,0,354,,,,,,,2020-11-16 14:18:37.720,"",,14.10,0.00,
551,20190326,,,,1,402,25,427,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1109,20190326,0.00,12.00,9.00,2,361,0,361,,,,,,,2020-11-16 14:18:37.720,"",,21.00,0.00,
552,20190327,,,,1,418,25,443,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1110,20190327,0.00,11.00,5.50,2,347,0,347,,,,,,,2020-11-16 14:18:37.720,"",,16.50,0.00,
553,20190328,,,,1,420,25,445,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1111,20190328,0.00,6.50,5.50,2,312,0,312,,,,,,,2020-11-16 14:18:37.720,"",,12.00,0.00,
554,20190329,,,,1,391,25,416,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1112,20190329,0.00,15.00,7.00,2,383,0,383,,,,,,,2020-11-16 14:18:37.720,"",,22.00,0.00,
555,20190401,,,,1,367,25,392,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1113,20190401,0.00,10.00,6.80,2,337,0,337,,,,,,,2020-11-16 14:18:37.720,"",,16.80,0.00,
556,20190402,,,,1,405,25,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1114,20190402,0.00,18.00,5.00,2,238,0,238,,,,,,,2020-11-16 14:18:37.720,"",,23.00,0.00,
557,20190403,,,,1,407,25,432,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1115,20190403,0.00,30.40,5.60,2,407,0,407,,,,,,,2020-11-16 14:18:37.720,"",,36.00,0.00,
558,20190404,,,,1,412,25,437,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1116,20190404,0.00,23.00,5.20,2,267,0,267,,,,,,,2020-11-16 14:18:37.720,"",,28.20,0.00,
559,20190405,,,,1,410,25,435,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1117,20190405,0.00,13.00,7.20,2,347,0,347,,,,,,,2020-11-16 14:18:37.720,"",,20.20,0.00,
560,20190408,,,,1,427,25,452,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1118,20190408,0.00,17.00,5.70,2,324,0,324,,,,,,,2020-11-16 14:18:37.720,"",,22.70,0.00,
561,20190409,,,,1,382,25,407,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1119,20190409,0.00,21.70,10.00,2,320,0,320,,,,,,,2020-11-16 14:18:37.720,"",,31.70,0.00,
562,20190410,,,,1,395,25,420,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1120,20190410,0.00,5.50,10.00,2,338,0,338,,,,,,,2020-11-16 14:18:37.720,"",,15.50,0.00,
563,20190411,,,,1,388,25,413,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1121,20190411,0.00,11.50,6.60,2,318,0,318,,,,,,,2020-11-16 14:18:37.720,"",,18.10,0.00,
564,20190412,,,,1,380,25,405,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1122,20190412,0.00,14.00,6.80,2,360,0,360,,,,,,,2020-11-16 14:18:37.720,"",,20.80,0.00,
565,20190415,,,,1,399,25,424,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1123,20190415,0.00,13.50,7.00,2,352,0,352,,,,,,,2020-11-16 14:18:37.720,"",,20.50,0.00,
566,20190416,,,,1,312,25,337,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1124,20190416,0.00,16.00,6.30,2,245,0,245,,,,,,,2020-11-16 14:18:37.720,"",,22.30,0.00,
567,20190417,,,,1,398,25,423,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1125,20190417,0.00,19.50,9.00,2,338,0,338,,,,,,,2020-11-16 14:18:37.720,"",,28.50,0.00,
568,20190418,,,,1,432,25,457,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1126,20190418,0.00,26.00,9.20,2,387,0,387,,,,,,,2020-11-16 14:18:37.720,"",,35.20,0.00,
569,20190423,,,,1,431,25,456,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1127,20190423,0.00,16.00,4.00,2,237,0,237,,,,,,,2020-11-16 14:18:37.720,"",,20.00,0.00,
570,20190424,,,,1,408,25,433,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1128,20190424,0.00,14.00,11.00,2,369,0,369,,,,,,,2020-11-16 14:18:37.720,"",,25.00,0.00,
571,20190425,,,,1,410,25,435,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1129,20190425,0.00,12.50,8.60,2,302,0,302,,,,,,,2020-11-16 14:18:37.720,"",,21.10,0.00,
572,20190426,,,,1,407,25,432,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1130,20190426,0.00,19.00,4.20,2,315,0,315,,,,,,,2020-11-16 14:18:37.720,"",,23.20,0.00,
573,20190429,,,,1,369,25,394,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1131,20190429,0.00,13.00,4.30,2,347,0,347,,,,,,,2020-11-16 14:18:37.720,"",,17.30,0.00,
574,20190430,,,,1,432,25,457,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1132,20190430,0.00,19.00,10.70,2,372,0,372,,,,,,,2020-11-16 14:18:37.720,"",,29.70,0.00,
575,20190502,,,,1,392,25,417,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1133,20190502,0.00,9.00,5.40,2,320,0,320,,,,,,,2020-11-16 14:18:37.720,"",,14.40,0.00,
576,20190503,,,,1,390,25,415,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1134,20190503,0.00,26.00,7.70,2,344,0,344,,,,,,,2020-11-16 14:18:37.720,"",,33.70,0.00,
577,20190506,,,,1,339,25,364,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1135,20190506,0.00,14.00,4.00,2,216,0,216,,,,,,,2020-11-16 14:18:37.720,"",,18.00,0.00,
578,20190507,,,,1,403,25,428,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1136,20190507,0.00,15.00,3.60,2,146,0,146,,,,,,,2020-11-16 14:18:37.720,"",,18.60,0.00,
579,20190508,,,,1,394,25,419,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1137,20190508,0.00,12.00,3.60,2,251,0,251,,,,,,,2020-11-16 14:18:37.720,"",,15.60,0.00,
580,20190509,,,,1,401,25,426,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1138,20190509,0.00,19.00,5.70,2,172,0,172,,,,,,,2020-11-16 14:18:37.720,"",,24.70,0.00,
581,20190510,,,,1,413,25,438,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1139,20190510,0.00,5.00,5.00,2,244,0,244,,,,,,,2020-11-16 14:18:37.720,"",,10.00,0.00,
582,20190513,,,,1,362,25,387,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1140,20190513,0.00,12.00,4.70,2,320,0,320,,,,,,,2020-11-16 14:18:37.720,"",,16.70,0.00,
583,20190514,,,,1,372,25,397,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1141,20190514,0.00,11.70,6.30,2,321,0,321,,,,,,,2020-11-16 14:18:37.720,"",,18.00,0.00,
584,20190515,,,,1,481,25,506,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1142,20190515,0.00,11.00,9.00,2,368,0,368,,,,,,,2020-11-16 14:18:37.720,"",,20.00,0.00,
585,20190516,,,,1,365,25,390,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1143,20190516,0.00,29.00,7.50,2,387,0,387,,,,,,,2020-11-16 14:18:37.720,"",,36.50,0.00,
586,20190517,,,,1,364,25,389,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1144,20190517,0.00,13.00,6.00,2,373,0,373,,,,,,,2020-11-16 14:18:37.720,"",,19.00,0.00,
587,20190520,,,,1,308,25,333,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1145,20190520,0.00,8.00,5.60,2,347,0,347,,,,,,,2020-11-16 14:18:37.720,"",,13.60,0.00,
588,20190521,,,,1,311,25,336,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1146,20190521,0.00,17.00,5.70,2,217,0,217,,,,,,,2020-11-16 14:18:37.720,"",,22.70,0.00,
589,20190522,,,,1,340,25,365,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1147,20190522,0.00,17.00,5.00,2,301,0,301,,,,,,,2020-11-16 14:18:37.720,"",,22.00,0.00,
590,20190523,,,,1,307,25,332,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1148,20190523,0.00,18.00,5.90,2,307,0,307,,,,,,,2020-11-16 14:18:37.720,"",,23.90,0.00,
591,20190524,,,,1,282,25,307,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1149,20190524,0.00,8.00,4.70,2,260,0,260,,,,,,,2020-11-16 14:18:37.720,"",,12.70,0.00,
592,20190527,,,,1,412,25,437,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1150,20190527,0.00,12.00,7.80,2,331,0,331,,,,,,,2020-11-16 14:18:37.720,"",,19.80,0.00,
593,20190528,,,,1,304,25,329,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1151,20190528,0.00,38.00,5.00,2,243,0,243,,,,,,,2020-11-16 14:18:37.720,"",,43.00,0.00,
594,20190529,,,,1,388,25,413,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1152,20190529,0.00,18.00,5.00,2,152,0,152,,,,,,,2020-11-16 14:18:37.720,"",,23.00,0.00,
1153,20190531,0.00,15.00,4.00,2,318,0,318,,,,,,,2020-11-16 14:18:37.720,"",,19.00,0.00,
595,20190808,,,,1,488,20,508,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
596,20190809,,,,1,456,20,476,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
597,20190812,,,,1,432,20,452,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
598,20190813,,,,1,454,20,474,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1154,20190813,0.00,25.00,7.00,2,407,0,407,,,,,,,2020-11-16 14:18:37.720,"",,32.00,0.00,
599,20190814,,,,1,442,20,462,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1155,20190814,0.00,0.00,7.50,2,412,0,412,,,,,,,2020-11-16 14:18:37.720,"",,7.50,0.00,
600,20190815,,,,1,452,20,472,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1156,20190815,0.00,5.00,11.80,2,407,0,407,,,,,,,2020-11-16 14:18:37.720,"",,16.80,0.00,
601,20190816,,,,1,429,20,449,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1157,20190816,0.00,20.00,9.10,2,419,0,419,,,,,,,2020-11-16 14:18:37.720,"",,29.10,0.00,
602,20190819,,,,1,423,20,443,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1158,20190819,0.00,7.00,6.00,2,443,0,443,,,,,,,2020-11-16 14:18:37.720,"",,13.00,0.00,
603,20190820,,,,1,417,20,437,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1159,20190820,0.00,30.00,8.00,2,390,0,390,,,,,,,2020-11-16 14:18:37.720,"",,38.00,0.00,
604,20190821,,,,1,384,20,404,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1160,20190821,0.00,0.00,7.80,2,478,0,478,,,,,,,2020-11-16 14:18:37.720,"",,7.80,0.00,
605,20190822,,,,1,435,20,455,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1161,20190822,0.00,65.00,10.70,2,362,0,362,,,,,,,2020-11-16 14:18:37.720,"",,75.70,0.00,
606,20190823,,,,1,460,20,480,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1162,20190823,0.00,0.00,12.00,2,432,0,432,,,,,,,2020-11-16 14:18:37.720,"",,12.00,0.00,
607,20190826,,,,1,436,20,456,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1163,20190826,0.00,15.00,8.00,2,387,0,387,,,,,,,2020-11-16 14:18:37.720,"",,23.00,0.00,
608,20190827,,,,1,449,20,469,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1164,20190827,0.00,20.00,11.00,2,312,0,312,,,,,,,2020-11-16 14:18:37.720,"",,31.00,0.00,
609,20190828,,,,1,429,20,449,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1165,20190828,0.00,15.00,10.00,2,330,0,330,,,,,,,2020-11-16 14:18:37.720,"",,25.00,0.00,
610,20190829,,,,1,435,20,455,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1166,20190829,0.00,10.00,8.00,2,360,0,360,,,,,,,2020-11-16 14:18:37.720,"",,18.00,0.00,
611,20190830,,,,1,456,20,476,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1167,20190830,0.00,20.00,7.00,2,380,0,380,,,,,,,2020-11-16 14:18:37.720,"",,27.00,0.00,
612,20190902,,,,1,448,20,468,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1168,20190902,0.00,27.00,10.00,2,360,0,360,,,,,,,2020-11-16 14:18:37.720,"",,37.00,0.00,
613,20190903,,,,1,458,20,478,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1169,20190903,0.00,31.00,11.20,2,363,0,363,,,,,,,2020-11-16 14:18:37.720,"",,42.20,0.00,
614,20190904,,,,1,447,20,467,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1170,20190904,0.00,22.00,9.60,2,345,0,345,,,,,,,2020-11-16 14:18:37.720,"",,31.60,0.00,
615,20190905,,,,1,438,20,458,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1171,20190905,0.00,40.00,10.00,2,300,0,300,,,,,,,2020-11-16 14:18:37.720,"",,50.00,0.00,
616,20190906,,,,1,431,20,451,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1172,20190906,0.00,17.00,11.00,2,338,0,338,,,,,,,2020-11-16 14:18:37.720,"",,28.00,0.00,
617,20190909,,,,1,413,20,433,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1173,20190909,0.00,21.00,8.30,2,353,0,353,,,,,,,2020-11-16 14:18:37.720,"",,29.30,0.00,
618,20190910,,,,1,438,20,458,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1174,20190910,0.00,7.00,6.50,2,306,0,306,,,,,,,2020-11-16 14:18:37.720,"",,13.50,0.00,
619,20190911,,,,1,427,20,447,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1175,20190911,0.00,28.00,10.00,2,356,0,356,,,,,,,2020-11-16 14:18:37.720,"",,38.00,0.00,
620,20190912,,,,1,437,20,457,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1176,20190912,0.00,31.00,9.00,2,327,0,327,,,,,,,2020-11-16 14:18:37.720,"",,40.00,0.00,
621,20190913,,,,1,420,20,440,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1177,20190913,0.00,25.00,5.00,2,362,0,362,,,,,,,2020-11-16 14:18:37.720,"",,30.00,0.00,
622,20190914,,,,1,334,10,344,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
623,20190916,,,,1,415,20,435,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1178,20190916,0.00,10.00,4.00,2,375,0,375,,,,,,,2020-11-16 14:18:37.720,"",,14.00,0.00,
624,20190917,,,,1,427,20,447,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1179,20190917,0.00,14.00,6.00,2,352,0,352,,,,,,,2020-11-16 14:18:37.720,"",,20.00,0.00,
625,20190918,,,,1,436,20,456,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1180,20190918,0.00,15.00,9.00,2,362,0,362,,,,,,,2020-11-16 14:18:37.720,"",,24.00,0.00,
626,20190919,,,,1,458,20,478,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1181,20190919,0.00,15.00,9.30,2,351,0,351,,,,,,,2020-11-16 14:18:37.720,"",,24.30,0.00,
627,20190920,,,,1,418,20,438,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1182,20190920,0.00,37.00,7.50,2,374,0,374,,,,,,,2020-11-16 14:18:37.720,"",,44.50,0.00,
628,20190923,,,,1,418,20,438,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1183,20190923,0.00,18.00,3.30,2,259,0,259,,,,,,,2020-11-16 14:18:37.720,"",,21.30,0.00,
629,20190924,,,,1,418,20,438,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1184,20190924,0.00,20.00,5.80,2,216,0,216,,,,,,,2020-11-16 14:18:37.720,"",,25.80,0.00,
630,20190925,,,,1,359,20,379,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1185,20190925,0.00,16.00,9.70,2,276,0,276,,,,,,,2020-11-16 14:18:37.720,"",,25.70,0.00,
631,20190926,,,,1,446,20,466,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1186,20190926,0.00,24.00,5.00,2,241,0,241,,,,,,,2020-11-16 14:18:37.720,"",,29.00,0.00,
632,20190927,,,,1,459,20,479,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1187,20190927,0.00,8.00,7.50,2,253,0,253,,,,,,,2020-11-16 14:18:37.720,"",,15.50,0.00,
1,20190930,1.90,13.20,11.90,1,419,20,439,,,,,,,2021-02-12 06:03:26.370,"",,27.00,0.00,
1188,20190930,0.00,10.00,5.00,2,349,0,349,,,,,,,2020-11-16 14:18:37.720,"",,15.00,0.00,
2,20191001,2.80,22.20,16.70,1,432,20,452,,,,,,,2021-02-12 06:03:26.370,"",,41.70,0.00,
1189,20191001,0.00,7.00,9.70,2,351,0,351,,,,,,,2020-11-16 14:18:37.720,"",,16.70,0.00,
3,20191002,0.70,17.20,11.00,1,400,20,420,,,,,,,2021-02-12 06:03:26.370,"",,28.90,0.00,
1190,20191002,0.00,13.00,7.90,2,360,0,360,,,,,,,2020-11-16 14:18:37.720,"",,20.90,0.00,
4,20191003,0.30,20.80,12.12,1,460,20,480,,,,,,,2021-02-12 06:03:26.370,"",,33.22,0.00,
1191,20191003,0.00,15.00,5.50,2,304,0,304,,,,,,,2020-11-16 14:18:37.720,"",,20.50,0.00,
5,20191004,1.30,14.80,12.20,1,426,20,446,,,,,,,2021-02-12 06:03:26.370,"",,28.30,0.00,
1192,20191004,0.00,16.40,5.90,2,340,0,340,,,,,,,2020-11-16 14:18:37.720,"",,22.30,0.00,
696,20191007,,,,1,407,20,407,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1193,20191007,0.00,16.00,7.50,2,361,0,361,,,,,,,2020-11-16 14:18:37.720,"",,23.50,0.00,
697,20191008,,,,1,425,20,425,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1194,20191008,0.00,24.00,6.30,2,343,0,343,,,,,,,2020-11-16 14:18:37.720,"",,30.30,0.00,
698,20191009,,,,1,450,20,450,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1195,20191009,0.00,31.50,6.00,2,272,0,272,,,,,,,2020-11-16 14:18:37.720,"",,37.50,0.00,
699,20191010,,,,1,422,20,422,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1196,20191010,0.00,12.50,6.70,2,285,0,285,,,,,,,2020-11-16 14:18:37.720,"",,19.20,0.00,
700,20191011,,,,1,420,20,420,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1197,20191011,0.00,10.00,7.50,2,329,0,329,,,,,,,2020-11-16 14:18:37.720,"",,17.50,0.00,
701,20191021,,,,1,392,20,392,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1198,20191021,0.00,15.00,3.80,2,369,0,369,,,,,,,2020-11-16 14:18:37.720,"",,18.80,0.00,
702,20191022,,,,1,397,20,397,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1199,20191022,0.00,25.00,6.70,2,351,0,351,,,,,,,2020-11-16 14:18:37.720,"",,31.70,0.00,
703,20191023,,,,1,400,20,400,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1200,20191023,0.00,10.00,6.90,2,349,0,349,,,,,,,2020-11-16 14:18:37.720,"",,16.90,0.00,
704,20191024,,,,1,420,20,420,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1201,20191024,0.00,15.00,8.90,2,357,0,357,,,,,,,2020-11-16 14:18:37.720,"",,23.90,0.00,
705,20191025,,,,1,440,,440,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1202,20191025,0.00,9.00,6.90,2,397,0,397,,,,,,,2020-11-16 14:18:37.720,"",,15.90,0.00,
706,20191028,,,,1,428,20,428,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1203,20191028,0.00,8.00,5.30,2,359,0,359,,,,,,,2020-11-16 14:18:37.720,"",,13.30,0.00,
707,20191029,,,,1,429,20,429,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1204,20191029,0.00,21.00,7.70,2,270,0,270,,,,,,,2020-11-16 14:18:37.720,"",,28.70,0.00,
708,20191030,,,,1,378,20,378,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1205,20191030,0.00,11.00,6.50,2,334,0,334,,,,,,,2020-11-16 14:18:37.720,"",,17.50,0.00,
709,20191031,,,,1,429,20,429,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1206,20191031,0.00,16.90,10.90,2,398,0,398,,,,,,,2020-11-16 14:18:37.720,"",,27.80,0.00,
710,20191101,,,,1,400,20,400,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1207,20191101,0.00,6.00,8.00,2,344,0,344,,,,,,,2020-11-16 14:18:37.720,"",,14.00,0.00,
711,20191104,,,,1,429,20,429,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1208,20191104,0.00,13.00,6.00,2,329,0,329,,,,,,,2020-11-16 14:18:37.720,"",,19.00,0.00,
712,20191105,,,,1,387,20,387,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1209,20191105,0.00,5.50,5.30,2,314,0,314,,,,,,,2020-11-16 14:18:37.720,"",,10.80,0.00,
713,20191106,,,,1,411,20,411,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1210,20191106,0.00,9.00,10.00,2,339,0,339,,,,,,,2020-11-16 14:18:37.720,"",,19.00,0.00,
714,20191107,,,,1,410,20,410,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1211,20191107,0.00,18.00,4.20,2,323,0,323,,,,,,,2020-11-16 14:18:37.720,"",,22.20,0.00,
715,20191108,,,,1,417,20,417,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1212,20191108,0.00,10.00,5.70,2,378,0,378,,,,,,,2020-11-16 14:18:37.720,"",,15.70,0.00,
716,20191111,,,,1,435,20,435,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1213,20191111,0.00,14.00,6.20,2,359,0,359,,,,,,,2020-11-16 14:18:37.720,"",,20.20,0.00,
717,20191112,,,,1,413,20,413,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1214,20191112,0.00,12.00,8.00,2,357,0,357,,,,,,,2020-11-16 14:18:37.720,"",,20.00,0.00,
718,20191113,,,,1,465,20,465,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1215,20191113,0.00,27.00,8.50,2,327,0,327,,,,,,,2020-11-16 14:18:37.720,"",,35.50,0.00,
719,20191114,,,,1,420,20,420,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
1216,20191114,0.00,14.50,6.60,2,281,0,281,,,,,,,2020-11-16 14:18:37.720,"",,21.10,0.00,
720,20191115,,,,1,436,20,436,,,,,,,2020-01-11 12:00:00.000,,,0.00,0.00,
